STOFF_ID	Stoff_Typ	Name_Botanisch_INCI	Name_DE	Name_EN	Platzhalter_Illu	Illu_Prompt_Positiv	Illu_Prompt_Negativ	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Name_Botanisch_INCI (Name_DE) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000184	Kraut	Piper methysticum	Kava-Kava (Wurzel)	Kava Root	STOFF-HRB-000184	Ultrarealistisches Foto von getrockneten Kava-Wurzelstücken, 8k	kein fertiges Getränk	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Piper methysticum (Kava-Kava (Wurzel)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000185	Kraut	Schisandra chinensis	Schisandra-Beeren	Schisandra Berries	STOFF-HRB-000185	Ultrarealistisches Foto von getrockneten Schisandra-Beeren, 8k	kein Tee	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Schisandra chinensis (Schisandra-Beeren) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000186	Kraut	Crataegus monogyna	Weißdornbeeren	Hawthorn Berries	STOFF-HRB-000186	Ultrarealistisches Foto von getrockneten Weißdornbeeren, 8k	kein Tee	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Crataegus monogyna (Weißdornbeeren) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000187	Kraut	Tilia cordata	Lindenrinde	Linden Bark	STOFF-HRB-000187	Ultrarealistisches Foto von getrockneter Lindenrinde, 8k	kein Pulver	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Tilia cordata (Lindenrinde) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000188	Kraut	Eriodictyon californicum	Yerba Santa	Yerba Santa Leaf	STOFF-HRB-000188	Ultrarealistisches Foto von getrockneten Yerba-Santa-Blättern, 8k	kein Tee	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Eriodictyon californicum (Yerba Santa) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000189	Kraut	Lavandula angustifolia	Lavendelstängel	Lavender Stems	STOFF-HRB-000189	Ultrarealistisches Foto von getrockneten Lavendelstängeln, 8k	kein Öl	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Lavandula angustifolia (Lavendelstängel) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000190	Kraut	Juniperus communis	Wacholdertriebe	Juniper Sprigs	STOFF-HRB-000190	Ultrarealistisches Foto von getrockneten Wacholdertrieben, 8k	keine Beeren	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Juniperus communis (Wacholdertriebe) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000191	Kraut	Urtica dioica	Brennnesselblatt	Nettle Leaf	STOFF-HRB-000191	Ultrarealistisches Foto von getrocknetem Brennnesselblatt, 8k	kein Tee	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Urtica dioica (Brennnesselblatt) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000192	Kraut	Urtica dioica	Brennnesselsamen	Nettle Seeds	STOFF-HRB-000192	Ultrarealistisches Foto von getrockneten Brennnesselsamen, 8k	kein Pulver	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Urtica dioica (Brennnesselsamen) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000193	Kraut	Cinnamomum verum	Zimtblätter	Cinnamon Leaves	STOFF-HRB-000193	Ultrarealistisches Foto von getrockneten Zimtblättern, 8k	keine Zimtstangen	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Cinnamomum verum (Zimtblätter) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000194	Kraut	Murraya koenigii	Curryblätter	Curry Leaves	STOFF-HRB-000194	Ultrarealistisches Foto von getrockneten Curryblättern, 8k	kein frischer Zweig	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Murraya koenigii (Curryblätter) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000195	Kraut	Citrus hystrix	Kaffirlimettenblätter	Kaffir Lime Leaves	STOFF-HRB-000195	Ultrarealistisches Foto von getrockneten Kaffirlimettenblättern, 8k	keine Limette	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Citrus hystrix (Kaffirlimettenblätter) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000196	Kraut	Pandanus amaryllifolius	Pandanblätter	Pandan Leaves	STOFF-HRB-000196	Ultrarealistisches Foto von getrockneten Pandanblättern, 8k	kein Dessert	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Pandanus amaryllifolius (Pandanblätter) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000197	Kraut	Coriandrum sativum	Korianderblatt	Coriander Leaf	STOFF-HRB-000197	Ultrarealistisches Foto von getrocknetem Korianderblatt, 8k	kein frischer Bund	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Coriandrum sativum (Korianderblatt) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000198	Kraut	Anethum graveolens	Dillkraut (Standard)	Dill Herb	STOFF-HRB-000198	Ultrarealistisches Foto von getrocknetem Dillkraut, 8k	keine Dillsamen	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Anethum graveolens (Dillkraut (Standard)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000199	Kraut	Anthriscus cerefolium	Kerbel	Chervil	STOFF-HRB-000199	Ultrarealistisches Foto von getrocknetem Kerbel, 8k	kein frischer Bund	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Anthriscus cerefolium (Kerbel) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-HRB-000200	Kraut	Levisticum officinale	Liebstöckel	Lovage	STOFF-HRB-000200	Ultrarealistisches Foto von getrocknetem Liebstöckel, 8k	kein Maggi	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Levisticum officinale (Liebstöckel) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand

STOFF-SPC-000024	Gewürz	Brassica juncea	Senfsaat (braun), ganz	Brown Mustard Seeds	STOFF-SPC-000024	Ultrarealistisches Foto von brauner Senfsaat, klein, rund, braun, Makro, 8k, neutraler Hintergrund, ohne weissen Rand, 20% Weißrand/Padding	kein Senfglas|kein Pulver|kein Text	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Brassica juncea (Senfsaat (braun), ganz) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000025	Gewürz	Pimenta dioica	Piment, ganz	Allspice Berries	STOFF-SPC-000025	Ultrarealistisches Foto von ganzen Pimentkörnern, rund, braun, leicht runzlig, Makro, 8k, neutraler Hintergrund, ohne weissen Rand, 20% Weißrand/Padding	kein Pulver|kein Mix|kein Text	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Pimenta dioica (Piment, ganz) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000026	Gewürz	Crocus sativus	Safranfäden	Saffron Threads	STOFF-SPC-000026	Ultrarealistisches Foto von Safranfäden, tiefrot, feine Fäden, Makro, 8k, neutraler Hintergrund, ohne weissen Rand, 20% Weißrand/Padding	kein Kurkuma|kein Pulver|kein Gericht|kein Text	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Crocus sativus (Safranfäden) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000027	Gewürz	Rhus coriaria	Sumach (Granulat)	Sumac	STOFF-SPC-000027	Ultrarealistisches Foto von Sumach, dunkelrot-burgunder, grobes Pulver/Granulat, Makro, 8k, neutraler Hintergrund, ohne weissen Rand, 20% Weißrand/Padding	kein Paprikapulver|kein Gericht|kein Text	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Rhus coriaria (Sumach (Granulat)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000028	Gewürz	Zanthoxylum bungeanum	Szechuanpfeffer	Sichuan Pepper	STOFF-SPC-000028	Ultrarealistisches Foto von Szechuanpfeffer-Schalen, rötlich-braune aufgesprungene Hüllen, Makro, 8k, neutraler Hintergrund, ohne weissen Rand, 20% Weißrand/Padding	keine schwarzen Pfefferkörner|kein Pulver|kein Text	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Zanthoxylum bungeanum (Szechuanpfeffer) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000029	Gewürz	Myristica fragrans	Muskatnuss (ganz)	Nutmeg (Whole)	STOFF-SPC-000029	Ultrarealistisches Foto von ganzen Muskatnüssen, rund-oval, braun, leicht runzlig, Makro, 8k, neutraler Hintergrund, ohne weissen Rand, 20% Weißrand/Padding	kein Pulver|kein Getränk|kein Text|kein Etikett	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Myristica fragrans (Muskatnuss (ganz)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000030	Gewürz	Myristica fragrans	Muskatblüte (gemahlen)	Mace Powder	STOFF-SPC-000030	Ultrarealistisches Foto von gemahlenem Macis, orange-rot, feiner Hügel, Makro, 8k, neutraler Hintergrund, ohne weissen Rand, 20% Weißrand/Padding	kein Kurkuma|keine ganzen Blüten|kein Text|kein Etikett	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Myristica fragrans (Muskatblüte (gemahlen)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000031	Gewürz	Carum carvi	Kümmel, ganz	Caraway Seeds	STOFF-SPC-000031	Ultrarealistisches Foto von ganzen Kümmelsamen, schmal, dunkelbraun, gerippt, Makro, 8k	kein Pulver|kein Brot	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Carum carvi (Kümmel, ganz) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000032	Gewürz	Pimpinella anisum	Anis, ganz	Anise Seeds	STOFF-SPC-000032	Ultrarealistisches Foto von ganzen Anissamen, klein, gerippt, grau-braun, Makro, 8k	kein Pulver|kein Likörglas	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Pimpinella anisum (Anis, ganz) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000033	Gewürz	Piper longum	Langer Pfeffer	Long Pepper	STOFF-SPC-000033	Ultrarealistisches Foto von langem Pfeffer, dunkelbraune längliche Ähren, Makro, 8k	kein Pulver	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Piper longum (Langer Pfeffer) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000034	Gewürz	Piper cubeba	Kubebenpfeffer	Cubeb Pepper	STOFF-SPC-000034	Ultrarealistisches Foto von Kubebenpfeffer, kleine dunkle Beeren mit Stielchen, Makro, 8k	kein Gin	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Piper cubeba (Kubebenpfeffer) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000035	Gewürz	Aframomum melegueta	Paradieskörner	Grains of Paradise	STOFF-SPC-000035	Ultrarealistisches Foto von Paradieskörnern, kleine rotbraune Samen, Makro, 8k	kein Gin	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Aframomum melegueta (Paradieskörner) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000036	Gewürz	Allium sativum	Knoblauchgranulat	Garlic Granules	STOFF-SPC-000036	Ultrarealistisches Foto von Knoblauchgranulat, beige, körnig, Makro, 8k	kein frischer Knoblauch	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Allium sativum (Knoblauchgranulat) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000037	Gewürz	Allium cepa	Zwiebelgranulat	Onion Granules	STOFF-SPC-000037	Ultrarealistisches Foto von Zwiebelgranulat, hellbeige, körnig, Makro, 8k	kein frische Zwiebel	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Allium cepa (Zwiebelgranulat) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000038	Gewürz	Allium schoenoprasum	Schnittlauch (Gefriergetrocknet)	Freeze-dried Chives	STOFF-SPC-000038	Ultrarealistisches Foto von gefriergetrocknetem Schnittlauch, grüne Röllchen, Makro, 8k	kein Bund	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Allium schoenoprasum (Schnittlauch (Gefriergetrocknet)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000039	Gewürz	Cinnamomum camphora	Kampfer (Natürlich)	Camphor	STOFF-SPC-000039	Ultrarealistisches Foto von Kampferkristallen, schneeweiß, wachsartig, Makro, 8k	keine Flüssigkeit	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Cinnamomum camphora (Kampfer (Natürlich)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000040	Gewürz	Glycyrrhiza glabra	Süßholz (Schnitt)	Licorice Root	STOFF-SPC-000040	Ultrarealistisches Foto von geschnittenem Süßholz, beige-braun, faserig, Makro, 8k	kein Bonbon	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Glycyrrhiza glabra (Süßholz (Schnitt)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000041	Gewürz	Cuminum cyminum	Kreuzkümmel (gemahlen)	Ground Cumin	STOFF-SPC-000041	Ultrarealistisches Foto von gemahlenem Kreuzkümmel, braun, Makro, 8k	keine Samen	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Cuminum cyminum (Kreuzkümmel (gemahlen)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000042	Gewürz	Coriandrum sativum	Koriander (gemahlen)	Ground Coriander	STOFF-SPC-000042	Ultrarealistisches Foto von gemahlenem Koriander, hellbeige, Makro, 8k	keine Samen	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Coriandrum sativum (Koriander (gemahlen)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000043	Gewürz	Pimpinella anisum	Anis (gemahlen)	Ground Anise	STOFF-SPC-000043	Ultrarealistisches Foto von gemahlenem Anis, graubeige, Makro, 8k	keine Samen	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Pimpinella anisum (Anis (gemahlen)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000044	Gewürz	Foeniculum vulgare	Fenchel (gemahlen)	Ground Fennel	STOFF-SPC-000044	Ultrarealistisches Foto von gemahlenem Fenchel, grünlich-beige, Makro, 8k	keine Samen	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Foeniculum vulgare (Fenchel (gemahlen)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000045	Gewürz	Trigonella foenum-graecum	Bockshornklee (gemahlen)	Ground Fenugreek	STOFF-SPC-000045	Ultrarealistisches Foto von gemahlenem Bockshornklee, gelb-braun, Makro, 8k	kein Curry	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Trigonella foenum-graecum (Bockshornklee (gemahlen)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000046	Gewürz	Zingiber officinale	Ingwer (Schnitt)	Dried Ginger	STOFF-SPC-000046	Ultrarealistisches Foto von getrockneten Ingwerstücken, beige, faserig, Makro, 8k	kein Pulver	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Zingiber officinale (Ingwer (Schnitt)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000047	Gewürz	Alpinia galanga	Galgant (gemahlen)	Galangal Powder	STOFF-SPC-000047	Ultrarealistisches Foto von Galgantpulver, hellbeige, Makro, 8k	keine Wurzel	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Alpinia galanga (Galgant (gemahlen)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000048	Gewürz	Alpinia galanga	Galgant (Schnitt)	Dried Galangal	STOFF-SPC-000048	Ultrarealistisches Foto von getrockneten Galgantscheiben, faserig, Makro, 8k	kein Pulver	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Alpinia galanga (Galgant (Schnitt)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000049	Gewürz	Acorus calamus	Kalmuswurzel	Calamus Root	STOFF-SPC-000049	Ultrarealistisches Foto von getrockneter Kalmuswurzel, braun, holzig, Makro, 8k	kein Pulver	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Acorus calamus (Kalmuswurzel) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000050	Gewürz	Piper nigrum	Weißer Pfeffer (ganz)	White Peppercorns	STOFF-SPC-000050	Ultrarealistisches Foto von weißen Pfefferkörnern, creme, Makro, 8k	kein Schwarzpfeffer	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Piper nigrum (Weißer Pfeffer (ganz)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000051	Gewürz	Piper nigrum	Grüner Pfeffer (getrocknet)	Dried Green Pepper	STOFF-SPC-000051	Ultrarealistisches Foto von grünen Pfefferkörnern, oliv, Makro, 8k	kein Pulver	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Piper nigrum (Grüner Pfeffer (getrocknet)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000052	Gewürz	Schinus terebinthifolia	Rosa Pfefferbeeren	Pink Peppercorns	STOFF-SPC-000052	Ultrarealistisches Foto von rosa Pfefferbeeren, pink, Makro, 8k	kein Mix	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Schinus terebinthifolia (Rosa Pfefferbeeren) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000053	Gewürz	Salvia hispanica	Chiasamen	Chia Seeds	STOFF-SPC-000053	Ultrarealistisches Foto von Chiasamen, gesprenkelt, Makro, 8k	kein Pudding	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Salvia hispanica (Chiasamen) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000054	Gewürz	Linum usitatissimum	Leinsamen (Braun)	Brown Flaxseed	STOFF-SPC-000054	Ultrarealistisches Foto von braunen Leinsamen, glänzend, Makro, 8k	kein Schrot	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Linum usitatissimum (Leinsamen (Braun)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000055	Gewürz	Linum usitatissimum	Leinsamen (Gold)	Golden Flaxseed	STOFF-SPC-000055	Ultrarealistisches Foto von goldenen Leinsamen, Makro, 8k	kein Brot	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Linum usitatissimum (Leinsamen (Gold)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000056	Gewürz	Sesamum indicum	Sesam (Natur)	Sesame (Natural)	STOFF-SPC-000056	Ultrarealistisches Foto von Sesamsamen, creme, Makro, 8k	kein Tahini	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Sesamum indicum (Sesam (Natur)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000057	Gewürz	Sesamum indicum	Schwarzer Sesam	Black Sesame	STOFF-SPC-000057	Ultrarealistisches Foto von schwarzem Sesam, glänzend, Makro, 8k	kein Mix	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Sesamum indicum (Schwarzer Sesam) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000058	Gewürz	Papaver somniferum	Mohn (Blau)	Blue Poppy	STOFF-SPC-000058	Ultrarealistisches Foto von blauem Mohn, feine Körnchen, Makro, 8k	kein Kuchen	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Papaver somniferum (Mohn (Blau)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000059	Gewürz	Nigella sativa	Schwarzkümmel (Ganz)	Nigella Seeds	STOFF-SPC-000059	Ultrarealistisches Foto von Nigella-Samen, tiefschwarz, matt, Makro, 8k	kein Sesam	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Nigella sativa (Schwarzkümmel (Ganz)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000060	Gewürz	Piper nigrum	Schwarzer Pfeffer (gemahlen)	Ground Black Pepper	STOFF-SPC-000060	Ultrarealistisches Foto von gemahlenem Pfeffer, schwarz, Makro, 8k	keine Körner	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Piper nigrum (Schwarzer Pfeffer (gemahlen)) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000061	Gewürz	Piper nigrum	Weißer Pfeffer, gemahlen	Ground White Pepper	STOFF-SPC-000061	Ultrarealistisches Foto von gemahlenem weißem Pfeffer, hellbeige, feiner Hügel, Makro, 8k	kein Salz|kein Text	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Piper nigrum (Weißer Pfeffer, gemahlen) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
STOFF-SPC-000062	Gewürz	Piper cubeba	Kubebenpfeffer, gemahlen	Ground Cubeb Pepper	STOFF-SPC-000062	Ultrarealistisches Foto von gemahlenem Kubebenpfeffer, mittelbraun, Makro, 8k	keine ganzen Beeren|kein Gin	Ultrarealistisches Foto, 8k, Makro: Die Pflanze Piper cubeba (Kubebenpfeffer, gemahlen) im Hintergrund, daneben im Vordergrund ein kleiner Haufen oder ein Schälchen mit dem Gewürz, professionelle Studiobeleuchtung, neutraler Hintergrund, ohne weissen Rand
